isoformUpregulated	isoformDownregulated	gene_id	gene_name	condition_1	condition_2
uc001fvs.2	uc001fvt.2	chr1:160246599..160254941,-	PEX19	LUAD_ctrl	LUAD_cancer
uc010pjg.1	uc001fvx.2	chr1:160313063..160328741,+	NCSTN	KICH_ctrl	KICH_cancer
uc010pjg.1	uc001fvx.2	chr1:160313063..160328741,+	NCSTN	KICH_ctrl	KICH_cancer
uc010pjg.1	uc001fvx.2	chr1:160313063..160328741,+	NCSTN	KIRP_ctrl	KIRP_cancer
uc010pjg.1	uc001fvx.2	chr1:160313063..160328741,+	NCSTN	KIRP_ctrl	KIRP_cancer
uc010pjg.1	uc001fvx.2	chr1:160313063..160328741,+	NCSTN	STAD_ctrl	STAD_cancer
uc010pjg.1	uc001fvx.2	chr1:160313063..160328741,+	NCSTN	STAD_ctrl	STAD_cancer
uc001axi.1	uc001axd.1	chr1:16083154..16114431,+	FBLIM1	COAD_ctrl	COAD_cancer
uc001axi.1	uc001axe.1	chr1:16083154..16114431,+	FBLIM1	KIRP_ctrl	KIRP_cancer
uc010pjw.1	uc009wtt.2	chr1:160965002..161008774,-	F11R	KIRP_ctrl	KIRP_cancer
uc009wtw.2	uc010pjx.1	chr1:161007424..161008774,-	TSTD1	LUSC_ctrl	LUSC_cancer
uc001fxm.2	uc001fxl.2	chr1:161016733..161039760,-	ARHGAP30	LUSC_ctrl	LUSC_cancer
uc001fxm.2	uc001fxl.2	chr1:161016733..161039760,-	ARHGAP30	LUSC_ctrl	LUSC_cancer
uc010pkc.1	uc010pke.1	chr1:161129254..161135515,+	USP21	STAD_ctrl	STAD_cancer
uc010pkf.1	uc010pkd.1	chr1:161129254..161135515,+	USP21	STAD_ctrl	STAD_cancer
uc001fyo.1	uc001fyr.1	chr1:161141101..161147314,-	B4GALT3	KIRP_ctrl	KIRP_cancer
uc001fyo.1	uc001fyr.1	chr1:161141101..161147314,-	B4GALT3	KIRP_ctrl	KIRP_cancer
uc009wue.2	uc001fze.2	chr1:161195833..161213087,+	TOMM40L	KIRP_ctrl	KIRP_cancer
uc001fze.2	uc009wue.2	chr1:161195833..161213087,+	TOMM40L	LIHC_ctrl	LIHC_cancer
uc010pkm.1	uc001fzy.2	chr1:161199458..161208000,-	NR1I3	LIHC_ctrl	LIHC_cancer
uc001gav.2	uc009wuk.2	chr1:161551129..161570031,+	FCGR2C	STAD_ctrl	STAD_cancer
uc001gav.2	uc009wuk.2	chr1:161551129..161570031,+	FCGR2C	STAD_ctrl	STAD_cancer
uc001gav.2	uc009wuk.2	chr1:161551129..161570031,+	FCGR2C	STAD_ctrl	STAD_cancer
uc001gav.2	uc009wuk.2	chr1:161551129..161570031,+	FCGR2C	STAD_ctrl	STAD_cancer
uc001gav.2	uc009wuk.2	chr1:161551129..161570031,+	FCGR2C	STAD_ctrl	STAD_cancer
uc001gbr.2	uc001gbs.2	chr1:161736084..161932960,+	ATF6	LUSC_ctrl	LUSC_cancer
uc001gbr.2	uc001gbs.2	chr1:161736084..161932960,+	ATF6	LUSC_ctrl	LUSC_cancer
uc001gbr.2	uc001gbs.2	chr1:161736084..161932960,+	ATF6	LUSC_ctrl	LUSC_cancer
uc010obp.1	uc001axk.1	chr1:16174359..16266950,+	SPEN	THCA_ctrl	THCA_cancer
uc001axy.3	uc001axx.3	chr1:16348486..16383802,+	CLCNKB	KIRC_ctrl	KIRC_cancer
uc001axy.3	uc001axx.3	chr1:16348486..16383802,+	CLCNKB	KIRP_ctrl	KIRP_cancer
uc001axy.3	uc001axx.3	chr1:16348486..16383802,+	CLCNKB	THCA_ctrl	THCA_cancer
uc010pkv.1	uc001gct.2	chr1:164528802..164854300,+	PBX1	COAD_ctrl	COAD_cancer
uc001ayb.1	uc001ayc.1	chr1:16524599..16539104,-	ARHGEF19	PRAD_ctrl	PRAD_cancer
uc001ayb.1	uc001ayc.1	chr1:16524599..16539104,-	ARHGEF19	PRAD_ctrl	PRAD_cancer
uc010plf.1	uc001gdt.1	chr1:166808724..166823709,+	POGK	KIRC_ctrl	KIRC_cancer
uc010plf.1	uc001gdt.1	chr1:166808724..166823709,+	POGK	KIRC_ctrl	KIRC_cancer
uc010plf.1	uc001gdt.1	chr1:166808724..166823709,+	POGK	THCA_ctrl	THCA_cancer
uc010plf.1	uc001gdt.1	chr1:166808724..166823709,+	POGK	THCA_ctrl	THCA_cancer
uc001gez.2	uc001gew.2	chr1:167905908..168045079,+	DCAF6	KIRP_ctrl	KIRP_cancer
uc001gez.2	uc001gew.2	chr1:167905908..168045079,+	DCAF6	KIRP_ctrl	KIRP_cancer
uc001azc.1	uc009vos.1	chr1:16890412..16939982,-	NBPF1	LUSC_ctrl	LUSC_cancer
uc001azc.1	uc009vos.1	chr1:16890412..16939982,-	NBPF1	LUSC_ctrl	LUSC_cancer
uc001ggf.3	uc001gge.3	chr1:169433151..169455208,-	SLC19A2	KIRC_ctrl	KIRC_cancer
uc001ggf.3	uc001gge.3	chr1:169433151..169455208,-	SLC19A2	THCA_ctrl	THCA_cancer
uc001ggh.2	uc001ggi.3	chr1:169558090..169599377,-	SELP	KICH_ctrl	KICH_cancer
uc001ggh.2	uc001ggi.3	chr1:169558090..169599377,-	SELP	KICH_ctrl	KICH_cancer
uc010pls.1	uc001ggk.2	chr1:169659810..169680837,-	SELL	KICH_ctrl	KICH_cancer
uc010pls.1	uc001ggk.2	chr1:169659810..169680837,-	SELL	KICH_ctrl	KICH_cancer
uc010plx.1	uc001ggv.2	chr1:169890472..170043879,-	KIFAP3	STAD_ctrl	STAD_cancer
uc010pmn.1	uc009wwd.2	chr1:172502260..172580971,+	C1orf9	KIRC_ctrl	KIRC_cancer
uc010pmn.1	uc009wwd.2	chr1:172502260..172580971,+	C1orf9	KIRP_ctrl	KIRP_cancer
uc010pmn.1	uc009wwd.2	chr1:172502260..172580971,+	C1orf9	THCA_ctrl	THCA_cancer
uc010ocm.1	uc001baf.2	chr1:17393257..17445948,-	PADI2	KICH_ctrl	KICH_cancer
uc010ocm.1	uc001baf.2	chr1:17393257..17445948,-	PADI2	KICH_ctrl	KICH_cancer
uc010ocm.1	uc001baf.2	chr1:17393257..17445948,-	PADI2	KIRC_ctrl	KIRC_cancer
uc010ocm.1	uc001baf.2	chr1:17393257..17445948,-	PADI2	KIRC_ctrl	KIRC_cancer
uc010ocm.1	uc001baf.2	chr1:17393257..17445948,-	PADI2	KIRP_ctrl	KIRP_cancer
uc010ocm.1	uc001baf.2	chr1:17393257..17445948,-	PADI2	KIRP_ctrl	KIRP_cancer
uc001gkh.3	uc001gjx.2	chr1:174128634..174959724,+	RABGAP1L	STAD_ctrl	STAD_cancer
uc001gkh.3	uc001gjx.2	chr1:174128634..174959724,+	RABGAP1L	STAD_ctrl	STAD_cancer
uc001gkt.1	uc001gku.1	chr1:175913967..176176370,-	RFWD2	STAD_ctrl	STAD_cancer
uc001gkt.1	uc001gku.1	chr1:175913967..176176370,-	RFWD2	STAD_ctrl	STAD_cancer
uc001glr.2	uc009wxc.2	chr1:178062864..178448644,+	RASAL2	LUSC_ctrl	LUSC_cancer
uc001glr.2	uc009wxc.2	chr1:178062864..178448644,+	RASAL2	LUSC_ctrl	LUSC_cancer
uc001bao.2	uc010ocs.1	chr1:17866330..18024369,+	ARHGEF10L	LUAD_ctrl	LUAD_cancer
uc001bao.2	uc010ocs.1	chr1:17866330..18024369,+	ARHGEF10L	LUSC_ctrl	LUSC_cancer
uc001goq.1	uc001gos.1	chr1:181003139..181024633,+	MR1	BRCA_ctrl	BRCA_cancer
uc001goq.1	uc001gos.1	chr1:181003139..181024633,+	MR1	BRCA_ctrl	BRCA_cancer
uc009wyd.2	uc001gpr.2	chr1:182808451..182856882,+	DHX9	KIRP_ctrl	KIRP_cancer
uc009wyd.2	uc001gpr.2	chr1:182808451..182856882,+	DHX9	KIRP_ctrl	KIRP_cancer
uc009wyd.2	uc001gpr.2	chr1:182808451..182856882,+	DHX9	KIRP_ctrl	KIRP_cancer
uc010ocu.1	uc001bbc.2	chr1:19197926..19229293,-	ALDH4A1	KICH_ctrl	KICH_cancer
uc010ocu.1	uc001bbc.2	chr1:19197926..19229293,-	ALDH4A1	KIRC_ctrl	KIRC_cancer
uc010ocu.1	uc001bbc.2	chr1:19197926..19229293,-	ALDH4A1	KIRP_ctrl	KIRP_cancer
uc010ocu.1	uc001bbc.2	chr1:19197926..19229293,-	ALDH4A1	THCA_ctrl	THCA_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	BRCA_ctrl	BRCA_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	BRCA_ctrl	BRCA_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	COAD_ctrl	COAD_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	COAD_ctrl	COAD_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	LUAD_ctrl	LUAD_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	LUAD_ctrl	LUAD_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	LUSC_ctrl	LUSC_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	LUSC_ctrl	LUSC_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	STAD_ctrl	STAD_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	STAD_ctrl	STAD_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	THCA_ctrl	THCA_cancer
uc001gtj.3	uc001gti.3	chr1:196621008..196716631,+	CFH	THCA_ctrl	THCA_cancer
uc001bcm.2	uc001bcn.2	chr1:20008707..20126758,-	TMCO4	KIRC_ctrl	KIRC_cancer
uc001bcm.2	uc001bcn.2	chr1:20008707..20126758,-	TMCO4	KIRC_ctrl	KIRC_cancer
uc001bcm.2	uc001bcn.2	chr1:20008707..20126758,-	TMCO4	KIRP_ctrl	KIRP_cancer
uc001bcm.2	uc001bcn.2	chr1:20008707..20126758,-	TMCO4	KIRP_ctrl	KIRP_cancer
uc001gvo.2	uc010ppm.1	chr1:200860639..200884863,+	C1orf106	BRCA_ctrl	BRCA_cancer
uc001gvo.2	uc010ppm.1	chr1:200860639..200884863,+	C1orf106	KIRC_ctrl	KIRC_cancer
uc001gwx.2	uc001gwu.2	chr1:201617450..201796097,+	NAV1	THCA_ctrl	THCA_cancer
uc001gxw.2	uc001gxu.2	chr1:202163118..202288888,+	LGR6	PRAD_ctrl	PRAD_cancer
uc001gxw.2	uc001gxu.2	chr1:202163118..202288888,+	LGR6	PRAD_ctrl	PRAD_cancer
uc001gxw.2	uc001gxu.2	chr1:202163118..202288888,+	LGR6	PRAD_ctrl	PRAD_cancer
uc001gym.1	uc001gyo.1	chr1:202860230..202897727,-	KLHL12	KIRP_ctrl	KIRP_cancer
uc001gym.1	uc001gyo.1	chr1:202860230..202897727,-	KLHL12	KIRP_ctrl	KIRP_cancer
uc010pqd.1	uc001gyq.3	chr1:202909963..202927700,-	ADIPOR1	KIRP_ctrl	KIRP_cancer
uc010pqd.1	uc001gyq.3	chr1:202909963..202927700,-	ADIPOR1	THCA_ctrl	THCA_cancer
uc001gyu.1	uc001gyy.2	chr1:202976534..202993975,+	TMEM183A	LUSC_ctrl	LUSC_cancer
uc001gyu.1	uc001gyy.2	chr1:202976534..202993975,+	TMEM183A	LUSC_ctrl	LUSC_cancer
uc001gzx.2	uc009xar.2	chr1:203595928..203713207,+	ATP2B4	COAD_ctrl	COAD_cancer
uc001gzx.2	uc009xar.2	chr1:203595928..203713207,+	ATP2B4	COAD_ctrl	COAD_cancer
uc001gzx.2	uc001gzw.2	chr1:203595928..203713207,+	ATP2B4	KIRP_ctrl	KIRP_cancer
uc001gzx.2	uc001gzw.2	chr1:203595928..203713207,+	ATP2B4	KIRP_ctrl	KIRP_cancer
uc001gzx.2	uc001gzv.2	chr1:203595928..203713207,+	ATP2B4	STAD_ctrl	STAD_cancer
uc001gzx.2	uc001gzv.2	chr1:203595928..203713207,+	ATP2B4	STAD_ctrl	STAD_cancer
uc001gzx.2	uc001gzw.2	chr1:203595928..203713207,+	ATP2B4	THCA_ctrl	THCA_cancer
uc001gzx.2	uc001gzw.2	chr1:203595928..203713207,+	ATP2B4	THCA_ctrl	THCA_cancer
uc001hbb.2	uc001hba.2	chr1:204485511..204677661,+	MDM4	LUSC_ctrl	LUSC_cancer
uc001hbb.2	uc001hba.2	chr1:204485511..204677661,+	MDM4	LUSC_ctrl	LUSC_cancer
uc001hbb.2	uc001hba.2	chr1:204485511..204677661,+	MDM4	THCA_ctrl	THCA_cancer
uc001hbb.2	uc001hba.2	chr1:204485511..204677661,+	MDM4	THCA_ctrl	THCA_cancer
uc001hct.2	uc001hcq.2	chr1:205473727..205501915,+	CDK18	COAD_ctrl	COAD_cancer
uc001hct.2	uc001hcq.2	chr1:205473727..205501915,+	CDK18	COAD_ctrl	COAD_cancer
uc001hct.2	uc001hcq.2	chr1:205473727..205501915,+	CDK18	KIRP_ctrl	KIRP_cancer
uc001hct.2	uc001hcq.2	chr1:205473727..205501915,+	CDK18	KIRP_ctrl	KIRP_cancer
uc001hct.2	uc001hcq.2	chr1:205473727..205501915,+	CDK18	LUSC_ctrl	LUSC_cancer
uc001hct.2	uc001hcq.2	chr1:205473727..205501915,+	CDK18	LUSC_ctrl	LUSC_cancer
uc001hct.2	uc001hcq.2	chr1:205473727..205501915,+	CDK18	PRAD_ctrl	PRAD_cancer
uc001hct.2	uc001hcq.2	chr1:205473727..205501915,+	CDK18	PRAD_ctrl	PRAD_cancer
uc001hdg.1	uc001hdh.1	chr1:205758221..205782161,-	SLC41A1	THCA_ctrl	THCA_cancer
uc001hdg.1	uc001hdh.1	chr1:205758221..205782161,-	SLC41A1	THCA_ctrl	THCA_cancer
uc001hdm.2	uc001hdq.2	chr1:205882179..205912588,-	SLC26A9	LUSC_ctrl	LUSC_cancer
uc001hdm.2	uc001hdq.2	chr1:205882179..205912588,-	SLC26A9	LUSC_ctrl	LUSC_cancer
uc001hdy.2	uc001hdx.2	chr1:206516200..206637782,+	SRGAP2	BRCA_ctrl	BRCA_cancer
uc001hdx.2	uc001hdy.2	chr1:206516200..206637782,+	SRGAP2	KIRP_ctrl	KIRP_cancer
uc010pru.1	uc001hdy.2	chr1:206516200..206637782,+	SRGAP2	KIRP_ctrl	KIRP_cancer
uc001hef.2	uc001hed.2	chr1:206680879..206762615,+	RASSF5	HNSC_ctrl	HNSC_cancer
uc001hef.2	uc001hed.2	chr1:206680879..206762615,+	RASSF5	HNSC_ctrl	HNSC_cancer
uc001hef.2	uc001hed.2	chr1:206680879..206762615,+	RASSF5	PRAD_ctrl	PRAD_cancer
uc001hef.2	uc001hed.2	chr1:206680879..206762615,+	RASSF5	PRAD_ctrl	PRAD_cancer
uc010prz.1	uc001hey.2	chr1:207076633..207096592,-	FAIM3	BRCA_ctrl	BRCA_cancer
uc010prz.1	uc001hey.2	chr1:207076633..207096592,-	FAIM3	BRCA_ctrl	BRCA_cancer
uc010prz.1	uc001hey.2	chr1:207076633..207096592,-	FAIM3	BRCA_ctrl	BRCA_cancer
uc010prz.1	uc001hey.2	chr1:207076633..207096592,-	FAIM3	THCA_ctrl	THCA_cancer
uc010prz.1	uc001hey.2	chr1:207076633..207096592,-	FAIM3	THCA_ctrl	THCA_cancer
uc010prz.1	uc001hey.2	chr1:207076633..207096592,-	FAIM3	THCA_ctrl	THCA_cancer
uc010psd.1	uc001hfh.2	chr1:207207761..207254367,+	PFKFB2	KIRP_ctrl	KIRP_cancer
uc001hfq.3	uc001hfp.3	chr1:207494817..207534309,+	CD55	COAD_ctrl	COAD_cancer
uc001hfq.3	uc001hfp.3	chr1:207494817..207534309,+	CD55	COAD_ctrl	COAD_cancer
uc001hfq.3	uc001hfp.3	chr1:207494817..207534309,+	CD55	KICH_ctrl	KICH_cancer
uc001hfq.3	uc001hfp.3	chr1:207494817..207534309,+	CD55	KICH_ctrl	KICH_cancer
uc001hfq.3	uc001hfp.3	chr1:207494817..207534309,+	CD55	STAD_ctrl	STAD_cancer
uc001hfq.3	uc001hfp.3	chr1:207494817..207534309,+	CD55	STAD_ctrl	STAD_cancer
uc001bdg.2	uc001bdh.2	chr1:20808885..20812728,-	CAMK2N1	KIRC_ctrl	KIRC_cancer
uc001bdg.2	uc001bdh.2	chr1:20808885..20812728,-	CAMK2N1	KIRC_ctrl	KIRC_cancer
uc001bdg.2	uc001bdh.2	chr1:20808885..20812728,-	CAMK2N1	KIRC_ctrl	KIRC_cancer
uc001bdg.2	uc001bdh.2	chr1:20808885..20812728,-	CAMK2N1	THCA_ctrl	THCA_cancer
uc001bdg.2	uc001bdh.2	chr1:20808885..20812728,-	CAMK2N1	THCA_ctrl	THCA_cancer
uc001bdg.2	uc001bdh.2	chr1:20808885..20812728,-	CAMK2N1	THCA_ctrl	THCA_cancer
uc001hgy.2	uc001hgz.2	chr1:208195590..208417665,-	PLXNA2	KIRC_ctrl	KIRC_cancer
uc001hgy.2	uc001hgz.2	chr1:208195590..208417665,-	PLXNA2	KIRC_ctrl	KIRC_cancer
uc001hgy.2	uc001hgz.2	chr1:208195590..208417665,-	PLXNA2	KIRC_ctrl	KIRC_cancer
uc001hia.3	uc009xcx.2	chr1:210501606..210849631,+	HHAT	BRCA_ctrl	BRCA_cancer
uc001hia.3	uc001hhz.3	chr1:210501606..210849631,+	HHAT	KIRC_ctrl	KIRC_cancer
uc001hia.3	uc001hhz.3	chr1:210501606..210849631,+	HHAT	KIRP_ctrl	KIRP_cancer
uc001hia.3	uc001hhz.3	chr1:210501606..210849631,+	HHAT	THCA_ctrl	THCA_cancer
uc010odf.1	uc010odh.1	chr1:21069171..21113799,-	HP1BP3	PRAD_ctrl	PRAD_cancer
uc010odf.1	uc010odh.1	chr1:21069171..21113799,-	HP1BP3	PRAD_ctrl	PRAD_cancer
uc009xcz.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	KIRC_ctrl	KIRC_cancer
uc009xcz.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	KIRC_ctrl	KIRC_cancer
uc009xcz.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	KIRC_ctrl	KIRC_cancer
uc009xcz.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	KIRP_ctrl	KIRP_cancer
uc009xcz.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	KIRP_ctrl	KIRP_cancer
uc009xcz.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	KIRP_ctrl	KIRP_cancer
uc001hie.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	LUSC_ctrl	LUSC_cancer
uc009xcz.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	STAD_ctrl	STAD_cancer
uc009xcz.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	STAD_ctrl	STAD_cancer
uc009xcz.2	uc001hif.2	chr1:211432708..211489723,+	RCOR3	STAD_ctrl	STAD_cancer
uc001hke.2	uc010ptr.1	chr1:213224588..213446807,+	RPS6KC1	KIRC_ctrl	KIRC_cancer
uc001hke.2	uc010ptr.1	chr1:213224588..213446807,+	RPS6KC1	KIRC_ctrl	KIRC_cancer
uc001hke.2	uc010ptr.1	chr1:213224588..213446807,+	RPS6KC1	THCA_ctrl	THCA_cancer
uc001hke.2	uc010ptr.1	chr1:213224588..213446807,+	RPS6KC1	THCA_ctrl	THCA_cancer
uc009xdn.2	uc001hks.2	chr1:215740735..215795147,+	KCTD3	KICH_ctrl	KICH_cancer
uc009xdn.2	uc001hks.2	chr1:215740735..215795147,+	KCTD3	KICH_ctrl	KICH_cancer
uc009xdn.2	uc001hks.2	chr1:215740735..215795147,+	KCTD3	KIRP_ctrl	KIRP_cancer
uc009xdn.2	uc001hks.2	chr1:215740735..215795147,+	KCTD3	KIRP_ctrl	KIRP_cancer
uc009xdn.2	uc001hks.2	chr1:215740735..215795147,+	KCTD3	THCA_ctrl	THCA_cancer
uc009xdn.2	uc001hks.2	chr1:215740735..215795147,+	KCTD3	THCA_ctrl	THCA_cancer
uc010pud.1	uc001hkw.1	chr1:216676588..217311097,-	ESRRG	KIRC_ctrl	KIRC_cancer
uc010pud.1	uc001hkw.1	chr1:216676588..217311097,-	ESRRG	KIRC_ctrl	KIRC_cancer
uc010pud.1	uc001hlc.1	chr1:216676588..217311097,-	ESRRG	KIRC_ctrl	KIRC_cancer
uc010pud.1	uc001hlc.1	chr1:216676588..217311097,-	ESRRG	KIRC_ctrl	KIRC_cancer
uc010pud.1	uc001hkw.1	chr1:216676588..217311097,-	ESRRG	KIRP_ctrl	KIRP_cancer
uc010pud.1	uc001hkw.1	chr1:216676588..217311097,-	ESRRG	KIRP_ctrl	KIRP_cancer
uc010pud.1	uc001hlc.1	chr1:216676588..217311097,-	ESRRG	KIRP_ctrl	KIRP_cancer
uc010pud.1	uc001hlc.1	chr1:216676588..217311097,-	ESRRG	KIRP_ctrl	KIRP_cancer
uc001hlf.1	uc001hlg.3	chr1:217603834..217804409,-	GPATCH2	KICH_ctrl	KICH_cancer
uc001hlf.1	uc001hlg.3	chr1:217603834..217804409,-	GPATCH2	KICH_ctrl	KICH_cancer
uc001hlf.1	uc001hlg.3	chr1:217603834..217804409,-	GPATCH2	KIRC_ctrl	KIRC_cancer
uc001hlf.1	uc001hlg.3	chr1:217603834..217804409,-	GPATCH2	KIRC_ctrl	KIRC_cancer
uc010odp.1	uc001beu.3	chr1:21835858..21904904,+	ALPL	KICH_ctrl	KICH_cancer
uc010odp.1	uc001beu.3	chr1:21835858..21904904,+	ALPL	KICH_ctrl	KICH_cancer
uc010odp.1	uc001beu.3	chr1:21835858..21904904,+	ALPL	KIRP_ctrl	KIRP_cancer
uc010odp.1	uc001beu.3	chr1:21835858..21904904,+	ALPL	KIRP_ctrl	KIRP_cancer
uc001hml.2	uc001hmn.3	chr1:220701568..220837798,+	MARK1	LUSC_ctrl	LUSC_cancer
uc001hml.2	uc001hmn.3	chr1:220701568..220837798,+	MARK1	LUSC_ctrl	LUSC_cancer
uc001hml.2	uc001hmn.3	chr1:220701568..220837798,+	MARK1	LUSC_ctrl	LUSC_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	BRCA_ctrl	BRCA_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	BRCA_ctrl	BRCA_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	BRCA_ctrl	BRCA_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	BRCA_ctrl	BRCA_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	LUAD_ctrl	LUAD_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	LUAD_ctrl	LUAD_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	LUAD_ctrl	LUAD_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	LUAD_ctrl	LUAD_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	LUSC_ctrl	LUSC_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	LUSC_ctrl	LUSC_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	LUSC_ctrl	LUSC_cancer
uc001bfg.1	uc001bfh.1	chr1:22138758..22151714,+	LDLRAD2	LUSC_ctrl	LUSC_cancer
uc001hnm.2	uc001hnl.2	chr1:222791444..222841350,+	MIA3	THCA_ctrl	THCA_cancer
uc001hnm.2	uc001hnl.2	chr1:222791444..222841350,+	MIA3	THCA_ctrl	THCA_cancer
uc001hnm.2	uc001hnl.2	chr1:222791444..222841350,+	MIA3	THCA_ctrl	THCA_cancer
uc010puz.1	uc010pvb.1	chr1:223967596..224033674,-	TP53BP2	THCA_ctrl	THCA_cancer
uc001hol.2	uc001hok.2	chr1:224415037..224517872,-	NVL	KICH_ctrl	KICH_cancer
uc001hol.2	uc001hok.2	chr1:224415037..224517872,-	NVL	LUSC_ctrl	LUSC_cancer
uc001hqp.2	uc001hqr.2	chr1:227177567..227505826,-	CDC42BPA	THCA_ctrl	THCA_cancer
uc001hqp.2	uc001hqr.2	chr1:227177567..227505826,-	CDC42BPA	THCA_ctrl	THCA_cancer
uc001hsl.3	uc010pvw.1	chr1:228353429..228369957,+	C1orf69	LUSC_ctrl	LUSC_cancer
uc001hsl.3	uc010pvw.1	chr1:228353429..228369957,+	C1orf69	LUSC_ctrl	LUSC_cancer
uc001hsr.1	uc009xfa.2	chr1:228395861..228566575,+	OBSCN	KICH_ctrl	KICH_cancer
uc001hsr.1	uc009xfa.2	chr1:228395861..228566575,+	OBSCN	KICH_ctrl	KICH_cancer
uc009xfh.1	uc001hub.2	chr1:230972866..231005335,-	C1orf198	THCA_ctrl	THCA_cancer
uc001hvf.2	uc001hvg.2	chr1:232533714..232651243,-	SIPA1L2	THCA_ctrl	THCA_cancer
uc001hvf.2	uc001hvg.2	chr1:232533714..232651243,-	SIPA1L2	THCA_ctrl	THCA_cancer
uc001hwb.2	uc001hwc.2	chr1:234509275..234519790,+	C1orf31	BRCA_ctrl	BRCA_cancer
uc009xfw.2	uc001hwg.2	chr1:234740017..234745271,-	IRF2BP2	KICH_ctrl	KICH_cancer
uc009xfw.2	uc001hwg.2	chr1:234740017..234745271,-	IRF2BP2	KICH_ctrl	KICH_cancer
uc001bgo.2	uc001bgs.3	chr1:23636277..23670853,-	HNRNPR	KICH_ctrl	KICH_cancer
uc001bgo.2	uc001bgs.3	chr1:23636277..23670853,-	HNRNPR	KICH_ctrl	KICH_cancer
uc001hxy.1	uc001hxz.1	chr1:236681565..236712996,+	LGALS8	HNSC_ctrl	HNSC_cancer
uc001hxy.1	uc001hxz.1	chr1:236681565..236712996,+	LGALS8	LUAD_ctrl	LUAD_cancer
uc001hxy.1	uc001hxz.1	chr1:236681565..236712996,+	LGALS8	LUSC_ctrl	LUSC_cancer
uc009xgh.1	uc001hyd.1	chr1:236713971..236767814,-	HEATR1	THCA_ctrl	THCA_cancer
uc009xgh.1	uc001hyd.1	chr1:236713971..236767814,-	HEATR1	THCA_ctrl	THCA_cancer
uc010pxy.1	uc001hyi.3	chr1:236958581..237067280,+	MTR	KIRC_ctrl	KIRC_cancer
uc010pxy.1	uc001hyi.3	chr1:236958581..237067280,+	MTR	THCA_ctrl	THCA_cancer
uc001bgy.1	uc001bha.2	chr1:23755056..23811057,-	ASAP3	THCA_ctrl	THCA_cancer
uc001bgy.1	uc001bha.2	chr1:23755056..23811057,-	ASAP3	THCA_ctrl	THCA_cancer
uc009xgp.2	uc001hyy.2	chr1:241695680..241758943,+	KMO	LUAD_ctrl	LUAD_cancer
uc001hzc.2	uc001hza.2	chr1:241756453..241803701,-	OPN3	COAD_ctrl	COAD_cancer
uc001hzc.2	uc001hza.2	chr1:241756453..241803701,-	OPN3	COAD_ctrl	COAD_cancer
uc001hzc.2	uc001hza.2	chr1:241756453..241803701,-	OPN3	LIHC_ctrl	LIHC_cancer
uc001hzc.2	uc001hza.2	chr1:241756453..241803701,-	OPN3	LIHC_ctrl	LIHC_cancer
uc001hzc.2	uc001hza.2	chr1:241756453..241803701,-	OPN3	LUSC_ctrl	LUSC_cancer
uc001hzc.2	uc001hza.2	chr1:241756453..241803701,-	OPN3	LUSC_ctrl	LUSC_cancer
uc001hzx.2	uc001hzy.1	chr1:243419320..243663392,+	SDCCAG8	LUSC_ctrl	LUSC_cancer
